step,epoch,train_loss,val epoch,val_loss,train epoch
12753,13,,,,13.0
12799,14,0.01771131530404091,,,
12849,14,0.021584952250123024,,,
12899,14,0.02034345641732216,,,
12949,14,0.019748833030462265,,,
12999,14,0.018501149490475655,,,
13049,14,0.01960342563688755,,,
13099,14,0.02074495330452919,,,
13149,14,0.019119463860988617,,,
13199,14,0.018589459359645844,,,
13249,14,0.0196856539696455,,,
13299,14,0.01861351914703846,,,
13349,14,0.021049050614237785,,,
13399,14,0.017495881766080856,,,
13449,14,0.018031377345323563,,,
13499,14,0.018902331590652466,,,
13549,14,0.01952022686600685,,,
13599,14,0.018536347895860672,,,
13649,14,0.01620873436331749,,,
13664,14,,14.0,0.019287453964352608,
13664,14,,,,14.0
13699,15,0.018853768706321716,,,
13749,15,0.01730411686003208,,,
13799,15,0.022060301154851913,,,
13849,15,0.020439792424440384,,,
13899,15,0.01900935359299183,,,
13949,15,0.019722525030374527,,,
13999,15,0.019690245389938354,,,
14049,15,0.021892841905355453,,,
14099,15,0.02037019468843937,,,
14149,15,0.018398601561784744,,,
14199,15,0.01806083507835865,,,
14249,15,0.019636617973446846,,,
14299,15,0.018494948744773865,,,
14349,15,0.017143649980425835,,,
14399,15,0.01932348683476448,,,
14449,15,0.01933804340660572,,,
14499,15,0.017474379390478134,,,
14549,15,0.019982753321528435,,,
14575,15,,15.0,0.01924564689397812,
14575,15,,,,15.0
14599,16,0.020594926550984383,,,
14649,16,0.018682533875107765,,,
14699,16,0.020391110330820084,,,
14749,16,0.016851263120770454,,,
14799,16,0.018694382160902023,,,
14849,16,0.01973695121705532,,,
14899,16,0.0183308906853199,,,
14949,16,0.017601603642106056,,,
14999,16,0.018537236377596855,,,
15049,16,0.020969387143850327,,,
15099,16,0.021342555060982704,,,
15149,16,0.018050504848361015,,,
15199,16,0.019469304010272026,,,
15249,16,0.01637347787618637,,,
15299,16,0.020511597394943237,,,
15349,16,0.019044987857341766,,,
15399,16,0.01928439922630787,,,
15449,16,0.017805619165301323,,,
15486,16,,16.0,0.019195176661014557,
15486,16,,,,16.0
15499,17,0.020385077223181725,,,
15549,17,0.0196351557970047,,,
15599,17,0.017846403643488884,,,
15649,17,0.01968047395348549,,,
15699,17,0.02002820558845997,,,
15749,17,0.019470160827040672,,,
15799,17,0.018850533291697502,,,
15849,17,0.02109541743993759,,,
15899,17,0.018006030470132828,,,
15949,17,0.017461160197854042,,,
15999,17,0.017338957637548447,,,
16049,17,0.019215650856494904,,,
16099,17,0.022934073582291603,,,
16149,17,0.017031755298376083,,,
16199,17,0.018926946446299553,,,
16249,17,0.016841601580381393,,,
16299,17,0.01732068695127964,,,
16349,17,0.016965113580226898,,,
16397,17,,17.0,0.0191708542406559,
16397,17,,,,17.0
16399,18,0.017535259947180748,,,
16449,18,0.018820542842149734,,,
16499,18,0.019105689600110054,,,
16549,18,0.018032951280474663,,,
16599,18,0.01659507304430008,,,
16649,18,0.02012314274907112,,,
16699,18,0.021204641088843346,,,
16749,18,0.019475921988487244,,,
16799,18,0.020100843161344528,,,
16849,18,0.01916835457086563,,,
16899,18,0.020939042791724205,,,
16949,18,0.0203185323625803,,,
16999,18,0.021439313888549805,,,
17049,18,0.015931060537695885,,,
17099,18,0.017837487161159515,,,
17149,18,0.01911633275449276,,,
17199,18,0.017901863902807236,,,
17249,18,0.018953124061226845,,,
17299,18,0.01866556704044342,,,
17308,18,,18.0,0.01911160908639431,
17308,18,,,,18.0
17349,19,0.018931424245238304,,,
17399,19,0.021163390949368477,,,
17449,19,0.016789373010396957,,,
17499,19,0.01888728141784668,,,
17549,19,0.018754612654447556,,,
17599,19,0.018848512321710587,,,
17649,19,0.015990503132343292,,,
17699,19,0.01720685511827469,,,
17749,19,0.021118195727467537,,,
17799,19,0.018220968544483185,,,
17849,19,0.020051559433341026,,,
17899,19,0.018796175718307495,,,
17949,19,0.0165313258767128,,,
17999,19,0.01949455216526985,,,
18049,19,0.019196243956685066,,,
18099,19,0.01768331415951252,,,
18149,19,0.018745802342891693,,,
18199,19,0.01894107088446617,,,
18219,19,,19.0,0.019108207896351814,
18219,19,,,,19.0
